类别,0.3,0.2,0.1,0.05,0.01,0.001,0,10.3,10.2,10.1,10.05,10.01,10.001,10
耕地,705,782,913,1009,1218,1442,1638,0.717557845,0.67087672,0.595337165,0.545701948,0.456761666,0.386456039,0.340251564
森林,0,2,9,25,124,413,861,0,0.239471436,0.158004761,0.098031006,0.036521789,0.013439557,0.006577938
草地,340,372,413,463,633,1231,2089,0.750054348,0.706237834,0.651117209,0.588744491,0.43714266,0.226472422,0.133576411
灌木,6,24,136,305,885,1646,2251,0.355743408,0.262803396,0.162132039,0.111352389,0.053897457,0.030953186,0.022719862
湿地,42,53,71,81,109,184,299,0.648471651,0.566456057,0.459313191,0.41236576,0.31212217,0.186406923,0.114808456
水体,139,157,185,239,339,506,581,0.833129993,0.767241557,0.671794335,0.536275121,0.385383043,0.259620154,0.226167295
建筑,12,19,66,125,417,799,1137,0.4612058,0.381594206,0.20890785,0.142195801,0.058723578,0.032848162,0.023153246
荒地,2563,2697,2939,3141,3307,3361,3368,0.882326183,0.850934112,0.792611614,0.746535147,0.710544647,0.699208499,0.697756457
