类别,0.3,0.2,0.1,0.05,0.01,0.001,0,10.3,10.2,10.1,10.05,10.01,10.001,10
耕地,78,99,117,131,170,206,241,0.6569458399063501,0.5713930996981534,0.5062876644297543,0.4596227980752028,0.3599264705882353,0.2976506798012743,0.25446924233337653
森林,0,0,0,1,14,72,188,0,0,0,0,0.022319248744419644,0.007364061143663194,0.0029689707654587767
草地,36,42,50,57,74,174,311,0.6747809516059028,0.6161727905273438,0.5431234741210937,0.4853860955489309,0.37968156144425674,0.163476527422324,0.09159669538786173
灌木,0,0,7,32,127,238,321,0,0,0.1226806640625,0.08521366119384766,0.03935902512918307,0.02290658389820772,0.01708024164597936
湿地,4,8,10,14,19,30,78,0.581634521484375,0.42627525329589844,0.37021942138671876,0.2826145717075893,0.214630126953125,0.13739878336588543,0.0529939700395633
水体,16,20,23,33,60,103,154,0.7374124526977539,0.6439689636230469,0.5780089005180027,0.42520927660392993,0.2463457743326823,0.14493627455628033,0.09706799395672687
建筑,0,3,5,13,58,122,217,0,0.22746785481770834,0.1870147705078125,0.11263451209435096,0.04380745723329742,0.02314483142289959,0.013123121129752304
荒地,285,304,333,356,364,365,365,0.8348188969126918,0.7978810260170385,0.7407717318148226,0.6975529274243987,0.6829106257512019,0.681049587302012,0.681049587302012
